,Brand,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkmenistan,Turks & Caicos Islands,Tuvalu,Türkiye,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,2023 Brand Value in $,Products,Description,Website
41,LACOSTE,0,0,41,0,0,0,0,0,0,34,0,0,12,18,21,0,0,0,0,0,29,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,15,0,0,0,0,0,41,0,0,0,13,0,0,0,0,0,13,0,0,0,18,34,16,0,0,0,6,5,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,21,27,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,7,0,0,11,0,0,21,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,37,0,0,0,0,0,24,0,7,0,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,11,24,0,27,62,0,0,16,8,0,0,0,0,5,0,38,0,0,9,0,14,0,0,0,87,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,3,0,0,6,0,0,0,0,0,20,0,0,0,49,0,0,0,11,23,18,6,17,0,0,0,0,10,0,0,0,0,0,0,$1B,"['Womenswear', 'Menswear', 'Kidswear', 'Sportswear', 'Bodywear', 'Swimwear', 'Footwear', 'Eyewear', 'Bags', 'Jewelry', 'Accessories']","The crocodile’s first steps
Boston, 1923. Young tennis prodigy René Lacoste is 19 and likes a challenge. His team captain promises him the crocodile leather suitcase the player admired in a store window if he wins his upcoming match. René doesn’t win but he had the determination of the crocodile on court, which is why an American journalist gave him this nickname. The crocodile becomes a symbol
The crocodile takes shape in 1927 under the pen of designer Robert George. An early fan of customization, René Lacoste immediately has it embroidered on his blazers. A few years later, the polo sees the light of day. The crocodile over the heart makes Lacoste the first brand to display a visible logo on an article of clothing.",https://www.lacoste.com
42,H&M,0,0,0,0,0,0,0,0,0,4,0,0,27,71,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,47,0,0,0,0,0,37,0,0,0,30,0,0,0,0,0,42,0,0,0,18,0,60,0,0,0,19,8,0,0,0,0,0,0,0,0,0,42,57,0,0,0,0,0,0,70,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,19,93,0,14,7,0,0,67,0,62,32,0,13,0,0,0,0,0,0,51,0,0,36,0,0,0,0,0,26,0,0,0,0,27,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,100,0,19,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,22,14,0,47,42,0,0,54,2,0,0,0,0,11,0,39,0,0,31,0,26,39,0,0,24,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,36,65,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,13,31,72,18,27,0,0,0,0,5,0,0,0,0,0,0,$11.5B,,"H&M was established by Erling Persson who opened the first store in Västerås, Sweden in 1947. Today there are several thousand stores in across the world. H&M’s business concept is to offer fashion and quality at the best price. H&M Hennes & Mauritz AB comprises six independent brands: H&M, COS, Monki, Weekday, Cheap Monday and & Other Stories.",http://about.hm.com/
43,CARTIER,0,69,15,0,0,0,0,0,0,7,45,0,33,31,39,0,0,0,0,0,44,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,66,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,18,0,0,0,15,0,23,0,0,22,8,7,0,0,0,0,0,0,0,0,0,9,59,0,0,0,0,0,25,29,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,5,5,2,0,17,0,16,38,0,3,0,0,16,0,0,0,69,0,0,0,43,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,42,0,0,0,0,0,42,0,13,0,0,14,0,0,0,0,0,18,0,8,0,0,0,0,0,6,16,0,12,23,32,58,65,8,0,0,0,0,22,0,20,0,0,78,0,14,0,0,0,10,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,24,67,0,0,12,0,0,15,0,0,0,0,0,26,0,0,0,20,0,0,0,11,100,32,27,0,0,0,0,0,10,0,0,0,0,0,0,$11.2B,['Accessoires'],"The story of Cartier is founded on audacity. Since its creation in Paris by Louis-François Cartier in 1847, Cartier has evolved through welcoming visionaries and free spirits into the Maison. Today this pioneering spirit is more alive than ever.  

Pushing the boundaries, changing the use or meaning to reveal beauty, setting off on an adventure to distant horizons and embracing the rich diversity of other cultures – this creative energy is fundamental to everything, every day. Wholesale
E: CustomerService.RNE@cartier.com

Photo credit: Cartier",http://www.cartier.com
44,PRADA,0,100,13,0,0,0,0,0,0,13,0,0,62,57,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,0,0,39,0,0,0,0,0,27,0,0,0,22,0,0,0,0,0,40,0,0,0,45,0,79,0,0,0,0,9,0,0,0,0,0,0,0,0,0,25,45,0,0,0,0,0,0,55,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,68,31,0,10,16,2,0,57,0,20,92,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,28,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,0,0,53,0,41,0,0,9,0,0,0,0,0,44,0,10,0,0,0,0,0,25,25,0,41,60,0,0,47,9,0,0,0,0,16,0,39,0,0,66,0,43,0,0,0,22,0,12,0,66,0,0,0,0,0,0,0,0,0,0,0,51,58,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,38,0,0,0,12,61,66,45,0,0,0,0,0,11,0,0,0,0,0,0,$5.9B,"['Womenswear', 'Menswear']","The Prada Group is a global leader in luxury, with a thoughtful and pioneering vision.
We own some of the world’s most prestigious brands: Prada, Miu Miu, Church’s, Car Shoe, Marchesi 1824 and Luna Rossa.

We offer an unconventional dialogue and interpretation of the contemporary, as expression of our way of doing business for PLANET, PEOPLE and CULTURE. Photo credit: Prada",http://www.prada.com
45,TIFFANY & CO.,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5.7B,,"Tiffany & Company is an American multinational luxury jewelry and specialty retailer, having headquarters in New York City, United States. Tiffany sells jewelry, accessories and leather goods. Tiffany markets itself as an arbiter of taste and style.",http://www.tiffany.com/
46,TOM FORD,0,100,12,0,0,0,0,0,0,7,51,0,27,30,37,0,0,0,0,14,20,0,0,0,0,0,46,0,0,4,0,0,0,35,0,0,0,0,22,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,33,0,0,32,18,0,26,0,0,10,0,8,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,53,30,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,4,2,2,8,30,0,19,24,0,1,0,0,17,0,0,79,23,0,0,30,29,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,44,0,0,0,0,26,0,0,0,0,0,30,0,16,0,0,8,0,0,0,68,0,33,0,9,0,0,0,0,0,5,6,0,34,18,0,25,68,13,0,0,0,0,10,0,53,0,0,18,0,21,19,0,0,17,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,38,33,0,0,12,0,0,7,0,0,0,0,0,23,0,0,0,22,0,0,0,22,38,41,21,0,17,0,0,0,9,0,0,0,0,0,0,$4.7B,,"Tom Ford is the brand from American designer Tom Ford. He worked for the Gucci Group and Yves Saint Laurent. In 2005 the designer and former Gucci group president, Domenico de Sole, created the Tom Ford brand. The same year beauty and eyewear collections launched. In 2007 Ford brings a menswear and accessory collection and in 2010 he completes his collection with womenswear.",http://www.tomford.com/
47,LEVI'S,0,0,0,0,0,0,0,0,0,7,0,0,35,27,0,0,0,7,0,0,61,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,25,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,52,0,0,0,13,5,0,0,0,0,0,0,0,0,0,46,79,0,0,0,0,0,0,46,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,21,8,0,0,42,0,14,56,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0,0,100,0,41,0,0,0,0,0,0,0,0,52,0,28,0,0,0,0,0,11,24,0,28,32,0,0,17,7,0,0,0,0,5,0,0,0,0,44,0,0,0,0,0,43,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,64,35,0,0,8,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,15,17,49,56,0,0,0,0,0,12,0,0,0,0,0,0,$4.6B,"['Womenswear', 'Menswear', 'Kidswear', 'Bodywear', 'Footwear', 'Eyewear', 'Bags', 'Accessories']","In 1852, Levi Strauss, an immigrant from Bavaria, opened a dry goods company in San Francisco at the height of the California Gold Rush. While he was working, he recognized a need among hardworking people: clothes built to endure anything. He and tailor Jacob Davis combined copper rivet reinforcements with tough denim, leading to the first manufactured waist overalls in 1873. Today, we call them ""blue jeans."" What started as an invention for the American worker became the uniform of progress. Worn by miners, cowboys, rebels, rock stars, presidents and everyday men and women, these functional pieces were the clothes people not only worked in—they lived their lives in, too. But Levi’s® are more than that. They’re the purest wearable form of authentic self-expression. They bear the markings of life, the shapes of our bodies, the memories of our adventures. Levi Strauss & Co. is one of the world’s largest apparel companies and a global leader in jeans. We have some 500 stores worldwide, and our products are available in more than 100 countries. The Levi’s® brand is just part of our story. We’re also home to Dockers® and Denizen®.

Photo credit: Levi's",https://www.levi.com
48,VICTORIA'S SECRET,0,0,0,0,0,0,0,0,0,15,0,0,35,21,36,0,0,10,0,36,15,0,0,0,0,0,0,0,0,16,0,0,0,37,0,0,0,0,45,0,0,0,0,0,32,0,0,0,17,0,0,0,0,41,18,0,0,0,57,0,33,0,0,29,23,9,47,0,0,73,0,0,0,0,0,100,11,0,0,0,0,0,0,21,0,0,28,0,0,0,0,30,0,0,0,0,0,0,0,16,33,0,7,3,3,0,35,0,14,32,0,4,0,0,70,0,0,0,0,72,0,54,0,0,0,0,0,37,0,0,0,0,9,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,12,0,0,0,0,0,19,0,25,0,0,8,0,0,0,0,0,34,0,9,0,0,0,0,0,21,36,0,42,64,49,0,61,27,0,0,0,0,8,0,22,0,0,23,0,32,0,0,0,9,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,28,0,0,0,90,31,35,85,0,83,0,0,16,13,0,0,0,0,0,0,$4.5B,,"Victoria's secret is one of the largest American retailer of lingerie, womenswear and beauty products. The brand was launched in 1977 by Roy Raymond and his wife Gaye in California and is wholly owned by the L Brands company. The brand also provide a portal VS All Access where is it possible to find in-depth coverage of Victoria's Angels, from lingerie-laden photo shoots, pink carpet and special events to star-studded store openings.",https://www.victoriassecret.com/
49,NEXT,0,0,0,0,0,0,0,0,0,4,0,0,35,9,0,0,0,53,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,31,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,10,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,8,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,21,7,3,0,72,0,14,7,0,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,25,13,0,32,0,0,41,0,0,0,0,0,11,0,23,0,0,0,0,0,3,21,0,7,10,0,0,11,3,0,0,0,0,9,0,0,0,0,26,0,10,0,0,0,28,0,6,0,5,19,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,46,5,30,100,36,0,0,0,0,0,8,0,0,0,0,0,0,$4.4B,,"From the outset, the brand was considered aspirational yet affordable, with an appealing combination of distinctive style, good quality and value. With the addition of menswear (1984), home interiors (1985) and childrenswear (1987), NEXT swiftly became a full-line lifestyle brand.",http://www.nextplc.co.uk/
50,UNDER ARMOUR,0,0,0,0,0,0,0,0,0,40,0,0,48,26,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,34,0,0,0,35,0,0,0,0,86,0,0,0,0,0,100,0,0,0,41,0,0,0,0,0,28,0,0,0,91,0,33,0,0,0,22,0,0,0,0,0,0,0,0,0,0,21,85,0,0,0,0,0,0,31,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,34,57,0,13,7,0,0,77,0,12,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,31,0,0,0,0,0,91,0,39,0,0,0,0,0,0,0,0,17,0,8,0,0,0,0,0,21,22,0,35,18,0,0,49,7,0,0,0,0,10,0,50,0,0,53,0,73,0,0,0,40,0,10,0,41,0,0,0,0,0,0,0,0,0,0,0,34,21,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,36,0,0,0,22,38,79,58,68,0,0,0,12,6,0,0,0,0,0,0,$3.8B,['Sportswear'],"Under Armour, Inc. is an American sports clothing and accessories company. The company is a supplier of sportswear and casual apparel. Under Armour began offering footwear in 2006. Under Armour's global HQ is located in Baltimore, Maryland.",https://www.underarmour.com
51,C&A,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,37,0,0,0,0,0,0,0,6,0,0,0,0,16,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$3.2B,"['Womenswear', 'Menswear', 'Kidswear', 'Bodywear', 'Accessories', 'Sustainable']","C&A is one of the most enduring and pioneering retailers in global apparel – a leading retail fashion business, providing quality, affordable clothing to 100 million customers each year. With about 51,000 employees worldwide, our retail business encompasses 18 countries in Europe, as well as Brazil, Mexico, and China. Wholesale
E: info.nl@retail-sc.com

Photo credit: C&A",http://www.c-and-a.com
52,CHOPARD,0,50,10,0,0,0,0,0,0,1,53,0,10,22,50,0,52,0,0,15,24,0,0,0,0,0,25,0,0,1,0,0,0,30,0,0,0,0,8,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,15,0,0,26,13,26,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,0,24,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,2,2,1,0,7,0,10,14,0,1,0,11,34,0,0,0,100,0,0,37,30,0,0,0,0,13,52,0,0,0,14,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,33,0,0,0,0,0,21,0,7,0,0,2,0,0,0,0,0,6,20,4,0,0,0,0,0,1,5,0,11,10,0,52,29,15,0,0,0,0,23,0,23,0,0,51,0,18,0,0,0,5,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,8,80,0,0,6,0,0,5,0,0,0,0,0,54,0,0,0,8,0,0,0,11,89,13,7,0,17,0,0,0,8,0,0,0,0,0,0,$3.1B,,"Chopard is known is a swiss deisgner, manufacturer and retailer of iconic luxury goods, watches and jewelry. The company was founded in 1860 as a watch manufacturere in Solvilier, Switzerland.
As of today, Chopard becaome of the leasding name in luxury watches and jewelry. The brand is available at brand stores, specialty stores and e-tailers worldwide.",http://www.chopard.com
53,DOLCE & GABBANA,0,100,27,0,0,0,0,0,0,11,44,0,17,19,24,0,0,3,0,36,17,0,0,0,0,0,26,0,0,22,0,0,0,42,0,0,0,0,12,0,0,0,0,0,42,0,0,0,22,0,0,0,0,41,22,0,0,0,20,0,24,0,0,64,12,8,25,0,0,33,0,0,0,0,0,15,12,0,0,0,0,0,30,24,0,0,20,0,0,0,0,20,0,0,0,0,0,0,32,16,19,0,2,2,3,14,14,0,16,15,0,1,0,0,35,0,0,0,75,0,0,26,24,0,0,44,0,33,0,0,0,0,8,0,0,0,0,0,0,0,0,47,0,36,0,0,0,0,31,0,0,0,0,0,29,0,12,0,0,3,0,0,0,0,0,27,0,6,0,0,37,0,34,16,7,0,30,44,24,39,28,25,0,0,0,0,33,0,33,0,0,10,0,19,0,0,0,22,0,14,0,27,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,9,0,0,19,0,0,0,0,0,50,0,0,0,6,0,0,0,36,32,16,18,23,15,0,0,11,31,0,0,0,0,0,0,$3.2B,"['Womenswear', 'Menswear', 'Kidswear', 'Bodywear', 'Swimwear', 'Footwear', 'Eyewear', 'Bags', 'Jewelry', 'Accessories', 'Denim']","Domenico Dolce was born in Polizzi Generosa (near Palermo, Sicily) on 13 September 1958. His family owned a small clothing business, where Domenico worked from childhood. Stefano Gabbana was born in Milan on 14 November 1962. He studied graphics but soon turned to fashion. After a brief period working as assistant designers, they founded the Dolce & Gabbana label, which had its first runway show as part of the New Talent group in Milan in 1985, upon the invitation of Italian fashion promoter Beppe Modenese. Photo credit: Dolce & Gabbana",http://www.dolcegabbana.com
54,CHRISTIAN LOUBOUTIN,0,0,0,0,0,0,0,0,0,2,0,0,56,31,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,0,54,0,0,0,0,44,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,60,0,0,0,24,0,97,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,24,36,0,32,0,0,0,0,0,0,0,0,0,0,0,0,50,29,0,6,6,0,0,52,0,16,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0,0,14,0,0,0,0,0,70,0,8,0,0,0,0,0,5,12,0,17,27,0,0,48,5,0,0,0,0,10,0,29,0,0,58,0,26,0,0,0,74,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,64,31,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,4,70,75,100,0,0,0,0,0,7,0,0,0,0,0,0,$2.9B,,"The iconic red-soled footwear label Christian Louboutin was founded in the early nineties. Born in France in 1963, Christian Louboutin first started dreaming up fantastical footwear in his early teens. Expelled from school at age 16, Louboutin soon went to work at the famed Parisian cabaret Folies Bergère and after that at the famed shoe designer Charles Jourdan. In 1991 Louboutin launched his own line of women's shoes. He added his legendary red soles in 1993 - inspired by the red nail polish of his assistant. He branched out into handbags and men’s shoes as well. According to The New Yorker, Louboutin sells approximately 600,000 pairs of his fabulous footwear each year. The cost of getting a pair of Louboutins can range from nearly $400 up to $6,000.",
55,OMEGA,0,0,12,0,0,0,0,0,0,19,0,0,27,35,0,0,0,9,0,0,22,0,0,0,0,38,45,0,0,35,0,0,0,16,0,0,0,0,33,0,0,0,0,0,44,0,0,0,30,0,0,0,0,45,31,0,0,100,30,0,30,0,0,47,35,13,39,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,29,0,0,18,0,0,0,0,33,0,0,0,0,0,0,42,29,32,0,16,14,3,11,23,0,11,33,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,17,0,0,0,0,0,26,0,24,48,0,18,0,0,0,0,0,36,0,15,0,0,41,0,34,37,23,0,37,24,37,0,33,5,0,0,0,0,11,0,31,0,0,41,0,28,28,0,0,24,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,33,48,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,18,0,0,0,8,34,27,26,0,0,0,0,48,34,0,0,0,0,0,0,$2.9B,,"Omega is a swiss manufacturer of luxury watches. The company was founded in 1848 in La Chaux-de-Fonds, Switzerland and is now part of the Swatch Group.",http://www.omegawatches.com/
56,FOOT LOCKER INC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2.9B,,"With more than 2500 stores across the world, Foot Locker is the leading global athletic footwear and apparel retailer. Our close partnerships with the ultimate top brands mean that we will constantly provide you with the best, most exclusive ranges of products there is. At Foot Locker, we live sneakers, we breathe sneakers, we dream sneakers… Sneakers are all we think about and nothing makes us more proud than being able to keep our followers up to date with the latest trends.",http://www.footlocker-inc.com/
57,RAY BAN,0,0,23,0,0,0,0,0,0,55,0,0,56,77,0,0,0,9,0,0,42,0,0,0,0,0,86,0,0,67,0,0,0,49,0,0,0,0,57,0,0,0,0,0,95,0,0,0,39,0,0,0,0,45,91,0,0,0,39,0,53,0,0,0,30,10,0,0,0,0,0,0,0,0,0,46,45,0,0,0,0,0,72,60,0,0,55,0,0,0,0,36,0,0,0,0,0,0,0,40,58,0,21,4,5,0,54,0,24,100,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,39,0,0,0,0,0,81,0,38,0,0,10,0,0,0,0,0,66,0,18,0,0,0,0,0,40,20,0,46,92,62,0,61,18,0,0,0,0,15,0,77,0,0,45,0,47,51,0,0,28,0,14,0,81,0,0,0,0,0,0,0,0,0,0,0,72,50,0,0,12,0,0,13,0,0,0,0,0,47,0,0,0,53,0,0,0,20,62,65,59,55,0,0,0,0,8,0,0,0,0,0,0,$2.7B,,"Ray-Ban is the leader in sun and prescription eyewear for generations, from its debut in 1937 with the now-iconic Aviator model created for the American Air Force to today, Ray-Ban has maintained a unique cultural relevance and has become a symbol of cool, worn by celebrities and public figures all around the world.",http://www.ray-ban.com
