Brand Name,Products,Description,Website,Sentiment_Scores,Compound,Sentiment,Language
Grand Frank,"['Menswear', 'Accessories']","BRAND: Grand Frank DESCRIPTION: Grand Frank isn’t just one guy, which is what many people assume. Grand Frank is a team of designers, buyers, and creatives who share a similar vision. We call our vision Confident Tailoring. All of our products are designed in our studio in Stockholm, Sweden with the sophisticated yet individual customer in mind. We source materials from all over the world, from Italy to India, and work them into a collection which adds the finishing touches to the wardrobe of the modern gentleman on the go. 

The silhouette of our clothing is modern, slim and somewhat Scandinavian, and our range of patterns and prints ensures that you’ll find something in our collection to take you from the boardroom to the bar to the boardwalk.

Wholesale
E: hello@grandfrank.com

Photo credit: Grand Frank",https://www.grandfrank.com,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.9766}",0.9766,Positive,en
Grand Step Shoes,['Footwear'],"BRAND: Grand Step Shoes DESCRIPTION: If you want to make comfortable shoes, you have to know feet from the bottom up. Because perfect wearing comfort requires knowledge of the anatomy of the foot and the ability to choose the right materials.

Grand Step has this know-how - and more. The idea of ​​offering fashionable shoes with ecological standards has resulted in a successful brand with models for women, men and children since the early 1990s.

When designing our collections, we orientate ourselves on both classic silhouettes and current fashion, which we then translate into stylish, detailed and at the same time wearable models. In addition to having fun with fashion and creative design, we focus above all on sustainability. Because ecology and fashion are not mutually exclusive. We value ecological, natural materials, environmentally conscious handling and sustainable processing along the entire value chain, as well as fair working conditions and respectful interaction with one another. In addition, we reduce our CO2 balance in all processes through the shortest possible delivery routes and resource-saving means of transport. We are also working with our partners on projects to reduce water consumption in the manufacture of our shoes. 

Like our natural materials, we are not perfect either. But we work hard every day to constantly improve. We trust our partners and suppliers due to the long-term cooperation and are friends of an open and transparent manufacturing process. Nevertheless, we would like to give our customers even more security and are therefore planning to have further materials and factories certified in the future. 

Wholesale
P: 0049-6081-911148
E: e.hardt@steps-of-spirit.de

Photo credit: Grand Step",https://www.grandstep.de,"{'neg': 0.009, 'neu': 0.785, 'pos': 0.206, 'compound': 0.9941}",0.9941,Positive,en
Granelito,['Kidswear'],"BRAND: Granelito DESCRIPTION: Granelito is the result of love and a passionate desire to create something unique. It all started when our founders, Moa and Miguel, met on a bench in Brooklyn, New York, in 2013. They had both left their previous jobs behind and were starting their first business of their own. Together with Natalie Joos, they started selling unused clothes from the 50s, 60s and 70s that came from Moa's grandparents' dead-stock from Eriksson's shoe and clothing store in Smålandsstenar.

Moa, an illustrator and designer, had always dreamed of using her creativity to the fullest and creating designs where colors were welcoming and vibrant. Miguel, born in Peru and with family in the Pima cotton business for over 40 years, felt it was natural to create baby and children's clothing with the soft Pima cotton fiber, something he had a strong connection to since childhood. In 2018, Granelito was founded in Brooklyn, where the couple lived until 2021 when they moved to Gothenburg. Granelito is a loving tribute to their roots and cultures, with Moa's Swedish and Miguel's Peruvian heritage at the heart of the company. By uniting their two worlds, they have created a unique fusion of Scandinavian elegance and Peruvian craftsmanship with a high quality in materials such as organic Pima cotton.

At Granelito, we believe in dressing children in clothes that promote movement and play while being functional for everyday life, including festive occasions. We value comfort without compromising on design, with a timelessly sophisticated aesthetic.

Our commitment to a sustainable and ethical manufacturing process is a given. Our commitment to our planet and its people permeates everything we do, from our choice of materials to our partners.

Granelito is part of our family and we welcome you to be part of our journey. Together, we can continue to create clothes that inspire creativity, spread awareness of our planet and allow children to be themselves.

Photo credit: Granelito",https://granelito.com,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9973}",0.9973,Positive,en
Gray Label,"['Kidswear', 'Footwear', 'Accessories']","BRAND: Gray Label DESCRIPTION: We are Gray Label since 2011. From the beginning, our design philosophy has always put children first. We create timeless, minimalistic and comfortable collections in which the little ones can be their true selves. No teddies or prints, just soft-tone coloured essentials that are easy to mix and match, made from the best organic cotton available.

We strive to minimize our impact on the environment. Our starting point is to produce high quality items that last for multiple lifecycles. We promote circulating them amongst siblings, friends or other children who fit the size. We combine durable design with a non-stop focus on sustainable and socially responsible processes. Each Gray Label item carries the GOTS certification label and in our collaborations we only work with partners who share the same ethical goals. We're happy to see that more options to take care of the planet are becoming accessible. Every day our team works hard to find new opportunities and improve what we already do.

Our product categories range from clothing, footwear, undies and accessories for babies, toddlers and kids aged 0 to 10 years. Besides a successful webshop and over 150 foreign selling points, we’re running our own brand store in the heart of Amsterdam.

“We’re in it for the little ones. Their purity, their comfort, their planet.”

Founder and Creative Director,
Emily Gray

Wholesale
E: service@gray-label.com

Photo credit: Gray Label",https://gray-label.com,"{'neg': 0.013, 'neu': 0.78, 'pos': 0.206, 'compound': 0.9939}",0.9939,Positive,en
Great Plains,,"BRAND: Great Plains DESCRIPTION: Since its launch in 1989, Great Plains has set out to create a must-have collection of high-quality basics alongside contemporary fashion-inspired styles. Instantly satisfying the style demands of any modern wardrobe, quality, affordability and unique design accents lie at the heart of our London-based brand. Celebrating comfort, style and premium quality through effortlessly on-trend collections, our range has expanded to include jewellery, accessories and a plethora of essential denim styles to sit alongside our bestselling basics. With a focus on feminine separates, versatile dresses and our much-loved knitwear, we strive to create a capsule wardrobe for the modern woman who loves to experiment with contemporary fashion trends, but is not dictated by them. Fine gauge cotton knits, embroidered woven separates and jerseys with a twist are the key pieces in an ever-expanding collection of wear-anywhere designs that ooze high-fashion appeal.

Growing from strength to strength each season, past highlights include launching an international website, winning Drapers Womenswear Brand of the Year Award and celebrating our 25th birthday with Great British Bake Off’s Ruby Tandoh.

Photo credit: Great Plains",https://www.greatplains.co.uk,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9955}",0.9955,Positive,en
Greendigo,"['Kidswear', 'Accessories', 'Sustainable']","BRAND: Greendigo DESCRIPTION: Greendigo’s ethos is rooted in a sustainable approach to kids’ clothing. We are acutely aware that  preservation of our planet is critical. We believe that it is the small steps we take which add up to conserving mother earth. Which is why, our garments are certified by the Global Organic Textile Standard (GOTS) which ensures the organic status of raw materials as well as assures that manufacturing processes are environmentally and socially responsible. We believe that an outdoorsy lifestyle is paramount for the wellbeing of kids and this encouraged us to make easy to wash, hardwearing and practical garments. What’s more, organic cotton is devoid of harmful chemicals which makes it less likely to trigger any allergies in children. Moms, you can thank us later.
We are conscious of doing our bit for the planet in every which way. We endeavor to make high quality and long lasting clothes, which can serve as hand me downs once your child outgrows them. Brownie points for making another child happy while letting Mother Earth breathe! Our clothes are capsule wardrobe friendly, which gives you maximum bang for your buck while making mix and match a whole lot of fun. We try to minimise the use of plastic in our packaging and use materials which are either reusable or recyclable.
With your support, we aim to spread awareness and make organic clothing the new ‘normal'.

The two cofounders, Meghna Kishore and Barkha Bhatnagar Das have a strong sense of purposeful living and environmental consciousness. With a collective work experience of over 35 years in the financial sector, they decided to give up their corporate careers to drive a change in the kids apparel industry. Deeply concerned about the health issues associated with the use of synthetic fabrics for kids clothing and the environmental impact of these fabrics, the two set out to produce high-quality, fun and vibrant kidswear using GOTS certified organic fabrics.

Wholesale
P: +91 – 9372462620
E: hello@greendigo.com

Photo credit: Greendigo",https://greendigo.com,"{'neg': 0.006, 'neu': 0.87, 'pos': 0.123, 'compound': 0.9903}",0.9903,Positive,en
Green ICE,['Womenswear'],"BRAND: Green ICE DESCRIPTION: A story started in 1954
The quintessential Belgian family business was founded in 1954 by André Cleyman. The company, located in Sint-Niklaas, initially had a limited but high-quality and innovative range of tricot (knitwear goods). These were all locally manufactured by knitwear manufacturers from Sint-Niklaas.

Soon, an official brand name followed to differentiate the brand from the competition. Inspired by the innovative character and the highquality goodsthat were delivered, the brand name 'Tricot Novi' was born. Photo credit: Green ICE",https://www.greenice.be,"{'neg': 0.015, 'neu': 0.82, 'pos': 0.164, 'compound': 0.9428}",0.9428,Positive,en
greenjama,"['Menswear', 'Womenswear', 'Sustainable']","BRAND: greenjama DESCRIPTION: Waking up after a good night's sleep, breakfast on a Sunday morning or simply spending a relaxing day at home. This is the feeling we want to capture with greenjama. With products that can be perfectly combined with each other, so that everyone can put together their own feel-good clothes. And since we wear our nightwear directly on our skin for a long time, the soft greenjama clothing is free of harmful substances and made of organic cotton. They are certified according to the GOTS standard, which sets the highest standards for ecological and fair production. As a manufacturer, we are also climate neutral, determining our CO2 emissions and trying to reduce or offset them. Production takes place exclusively in Europe, for example in our sewing shop in Germany. Wholesale

Tel. +49(0)9151/9079499",https://greenjama.com/,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.9493}",0.9493,Positive,en
Grenson,,"BRAND: Grenson DESCRIPTION: Heritage and Background

1866

William Green begins making shoes in the loft above the Corn Merchants in Rushden, Northamptonshire. At this time shoemaking was done by hand in the houses of outworkers and William would hand out the work by visiting them individually on a daily basis. 1874

As his business grew, he needed to increase production, and machinery had just been introduced so he moved into his first ""factory"" at Green Yard. This was one of the first factories in the World to use the Goodyear Welted method of shoemaking.",https://www.grenson.com,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.8271}",0.8271,Positive,en
GRETCHEN,"['Bags', 'Accessories', 'Footwear']","BRAND: GRETCHEN DESCRIPTION: The Berlin based brand Gretchen was founded in 2006 by Anne-Christin and Michael Georg Schmitt.

At Gretchen you can find the perfect leather bag for every occasion. Regardless if you want a bag for everyday life, a big handbag, a shoulder bag, a cross-over, a pouch, a clutch, or casual evening bag. The colorful collections, which are designed by Anne-Christin Schmitt, are elegant and timeless. The Gretchen product lines consist of matching gloves, purses, smartphone- and tablet cases and many other small leather goods. Gretchen only uses the most precious and exclusive leathers and fabrics. Every bag, glove and keyring from the designer Anne-Christin Schmitt is available worldwide at various department- and concept stores as well as in exclusive boutiques and shops - you can also get them in our Gretchen online shop here on www.mygretchen.com and as well as in one of our own Gretchen stores
Like Berlin, Gretchens leather goods and bags are designed with a charming purist and colorful appearance. A connection between artistic constructed elements and independent shapes and silhouettes form a unique modern and timeless coolness. Anne-Christin Schmitt keeps clear lines, remarkable shapes and balanced material combinations in her focus. Design is only half of the equation. The other half is the material itself. Gretchen Berlin stands for highest quality by using the best leathers and fabrics with the most brilliant colors and an incomparable softness. All Gretchen accessories are handcrafted by leather good craftsmen in traditional manufactories in Italy and Spain. We use exclusively real leather. The unique Gretchen design of Anne-Christin Schmitt combines minimalism, color, shape and passion to outstanding one-of-a-kind pieces of art, which already won various design prices and recognitions as the Red Dot Award or the Sparks All American Award. Gretchen leather goods catch you with their precise cuts in combination with modern, artistic shapes. The classic, timeless and modern character of the Gretchen Berlin shoulder bags, cross-over handbags, evening pouches and clutches, gloves and further small leather goods derives from an interaction of the stick out soft leather, architectural constructions and colorful accents. Complex details are giving the bags, gloves, purses, phone and tablet cases their unique and particular charm. All our Gretchen Berlin products are totally handmade with the most outstanding leathers and fabrics from the most admired tanneries and producers in the world. Gretchen is only made in traditional leather good manufactories, completely handcrafted from highly experienced craftsmen and craftswomen.
Though this manufactory process every single Gretchen bag, Gretchen glove and Gretchen accessories, or other leather good gets its uniqueness and becomes a unique one of a kind piece that will last forever. Gretchen Berlin handbags and exclusive leather goods as gloves, belts, iphone and ipad cases - are timeless and unique. Handbags for everyday life, big bags, shoulder bags, cross-over bags, pouches, clutches, or casual evening handbags, purses, smart phone cases, tablet covers and many more small leather goods belong to the Gretchen assortment.",http://www.mygretchen.com,"{'neg': 0.004, 'neu': 0.827, 'pos': 0.169, 'compound': 0.9979}",0.9979,Positive,en
Grey Belly,['Womenswear'],"BRAND: Grey Belly DESCRIPTION: Grey Belly is a Dutch womenswear brand that stands for quality, luxury and timeless pieces.  

It’s made to empower women to follow their dreams and put selfcare high on their priority list. We don’t follow trends and believe that a woman doesn’t need a lot to look good. Instead, we want to inspire her to buy less, choose and combine well. 

We strive to add over time a new timeless peace to our capsule collection. Because we want to create pieces that you can combine with each other in many different ways. Our goal is that women can be ready in ten minutes and always look very cool and sophisticated. The brand is inspired by the surfing world and the freedom that comes with it. Respect for the planet, animals and people is deeply rooted in our core values. We are all part of nature and we want to add a slice of that feeling to her life with our timeless collections. 

The quality we strive for is high because we want fashion to be sustainable in order to protect our environment. That is why all of our tops are GOTS certified.

Wholesale: 
E: info@greybelly.com 

Photo credit: studiodezwartekater.nl",https://www.greybelly.com,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.9935}",0.9935,Positive,en
Grey Gardens,"['Bags', 'Jewelry', 'Accessories']","BRAND: Grey Gardens DESCRIPTION: Grey Gardens® is a luxury lifestyle brand driven by a passion for elegant self-expression. We are the official brand for Grey Gardens and Little Edie's legacy.  We’re endlessly inspired by Little Edie's ability to see beyond trends and gravitate instead to the pieces that helped her articulate who she was, how she felt, and what she loved. Like Edie, we understand that things aren’t just things. They're the tools we use to express ourselves more accurately. From jewelry to home decor, we create unique pieces of the highest quality to provide you with everything you need to do just that.  We are the official Grey Gardens brand.

Wholesale
E: info@greygardensofficial.com

Photo credit: Grey Gardens",https://greygardensofficial.com,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9699}",0.9699,Positive,en
GRICÈ,"['Womenswear', 'Jewelry', 'Accessories']","BRAND: GRICÈ DESCRIPTION: Gricè is a circular fashion house. 
We only use existing fabrics and dead-stock as we simply believe to be truly sustainable, we have to use what we already have and not create new.
Gricè revolves around our love for fabric and texture. We strive to keep artisanal methods alive by re-creating them in a modern and unorthodox way. 

We express through the fabric; the sewing machine is our paintbrush. We find joy in creating contrast and rawness through our designs. The result is soulful,  wearable pieces of art. Wholesale
E: support@gricefashion.com

Photo credit: GRICÈ",https://www.gricefashion.com,"{'neg': 0.017, 'neu': 0.814, 'pos': 0.169, 'compound': 0.9476}",0.9476,Positive,en
Grinders,['Footwear'],"BRAND: Grinders DESCRIPTION: The Grinders British street fashion brand has been established for over 50 years and has produced, sold and marketed high quality fashion footwear and clothing through-out this period. The Grinders brand came to major prominence during the late 80s to early 90s when their boots spearheaded the New Work and utility fashion look which first started on the street and eventually ended up on the catwalks of Paris, Milan and New York!

During this time Grinders were worn by many of the pop groups of that area, including Take That, East 17, Guns and Roses and The Prodigy.

The Grinders street boots of today were originally worn by Skin Heads and then by Punks in the UK, who often only owned one pair of boots. Grinders had to be capable of withstanding anything the elements could throw at them, and yet still be comfortable enough to wear all day, every day!

Grinders boots are currently all made using Goodyear welt technology with reinforced stitching. Many styles include steel toe caps, this, combined with top quality leather uppers make Grinders one of the strongest boots on the market today.

Grinders are truly a unisex brand with equal amounts being sold to all genders. Now being exported worldwide from Los Angeles to Moscow and are being teamed up with the latest fashion trends due to their now Classic and iconic street and fashion status.

Wholesale
E: sales@grinders.co.uk

Photo credit: Grinders",https://www.grinders.co.uk,"{'neg': 0.017, 'neu': 0.917, 'pos': 0.066, 'compound': 0.9059}",0.9059,Positive,en
Grisport,['Footwear'],"BRAND: Grisport DESCRIPTION: Grisport was born in 1977 from the idea and the skills of the brothers Graziano and Mario Grigolato, as a company specialized in the artisan production of trekking and leisure shoes. Over the years Grisport has transformed into an industry, focusing on cutting-edge technology, innovation and research. Thus, the patents on the construction of footwear and the production of membranes and high-performance materials take shape, without ever abandoning the traditional experience and attention to detail typical of manual processing.

A constant commitment in compliance with Grisport's first and current mission: comfort, expressed with quality, design and cutting-edge footwear, with a collection of over 5,000 models.
Today, with approximately 40,000 m2 of production area and over 2,000 employees, Grisport represents one of the most successful examples of Made in Italy success in the world.

Wholesale
P: +39 0423.962063
E: contatti.sito@grisport.it

Photo credit: Grisport",https://www.grisport.it,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.96}",0.96,Positive,en
GRO,['Kidswear'],"BRAND: GRO DESCRIPTION: Founded by Anette Nordup, the Danish brand goes all out Scandinavian style with their baby clothes and children's wear. The idea was to create a line for girls and boys from 3 to 13 years and support children in their growth. They offer baby bodysuits, cotton baby pants, boy bodysuits and. Wholesale
E: info@gro.dk

Photo credit: GRO",https://www.gro.dk,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.8402}",0.8402,Positive,en
GROUNDIES,['Footwear'],"BRAND: GROUNDIES DESCRIPTION: GROUNDIES® - Love your Feet again

Just a year old and already a global brand. Our shoes are the true redefinition of healthy feet, unconditional comfort, responsible production and sustainability. These all apply to both material and sole. Our revolutionary TrueSense® barefoot sole has a base of 3.3 mm and a profile of 3 mm. It offers maximum flexibility, lightness and durability like never before felt, ensuring a healthy and upright gait. The zero heel allows the nerve endings of your feet to transmit unrestricted sensory feedback to your brain, strengthening your body consciousness. With our versatile models we also offer even more variety for the barefoot feeling with our different barefoot soles. The lightweight TPU in our soles are much more durable and abrasion-resistant than conventional PU.We are very much convinced and therefore offer a 3-year warranty on our soles. Sustainability of the entire production process

GROUNDIES® shoes are produced sustainably under economic, ecological and social aspects. Our environmentally friendly process begins even before the actual production. Through our efficient production planning, we avoid many waste materials and use the resources of our environment.We ship the barefoot soles manufactured in Germany to our shoe manufacturer in Portugal, where the models are handmade.  We offer our employees long-term, fair-paid jobs with optimal working conditions and opportunities for further training. For all GROUNDIES® we use leather from Europe as well as high-quality and robust vegan upper materials. We support ambitious franchise worldwide. 

With GROUNDIES® you walk weightless and mindful through life. Last but not least, you will learn to (re)consciously love your life away from acceleration. Start with your feet.  Love your feet again.",https://www.groundies.com,"{'neg': 0.017, 'neu': 0.825, 'pos': 0.158, 'compound': 0.987}",0.987,Positive,en
Grunge John Orchestra.Explosion,"['Womenswear', 'Menswear', 'Bags', 'Accessories']","BRAND: Grunge John Orchestra.Explosion DESCRIPTION: The first Russian brand to combine technological cut, functionality and the best innovative materials in everyday wear. GRUNGE JOHN ORCHESTRA products. EXPLOSION combines history and progressive technology. The brand's philosophy can also be briefly defined as “new urbanism”: all things are highly functional, but each has its own story and “character”. GJO.E products combine state-of-the-art technology with original cut and unique color solutions achieved through sophisticated dyeing processes.

The starting point for the brand was 2009, when the first small collection was released. A year later, the brand's products first appeared on sale, and in October 2011, the official opening of the GRUNGE JOHN ORCHESTRA flagship store took place in Moscow. EXPLOSION in the historical center of Moscow on Nikitsky Boulevard. Since that time, the brand began to cooperate with large multi-brand stores both in Russia and abroad, where the special popularity of GJO.E was brought by the technological parks resistant to any bad weather, which eventually became the hallmark of the brand. Since the inception of the brand, all Grunge John Orchestra products. Explosion is manufactured in Moscow.

Wholesale
E: office@grungejohn.com

Photo credit: GRUNGE JOHN ORCHESTRA",https://www.grungejohn.com,"{'neg': 0.042, 'neu': 0.832, 'pos': 0.126, 'compound': 0.9531}",0.9531,Positive,en
G-Shock,['Accessories'],"BRAND: G-Shock DESCRIPTION: Over 30 years ago, a CASIO engineer won the battle against the laws of nature. He designed a watch that would resist centrifugal and impact forces, as well as high water pressure. Since then, the name G-SHOCK has become a byword for independence and pushing the limits. G-SHOCK was developed at a time when watches were still fragile instruments. It all began with a young CASIO engineer who dreamed of ""designing a watch that would not break even when dropped"". 

After causing a stir back in 1974 with its first digital wristwatches, CASIO has had a significant influence on the watch market since the 1980s with the development of the virtually indestructible G-SHOCK wristwatch. The first G-SHOCK, the DW5000, came onto the market in 1983. An unparalleled success story followed as the G-SHOCK models, with their corners and edges, became an international favourite among urban youth.

The shock-proof G-SHOCK watches quickly became the epitome of robustness, innovation and multifunctionality. At last, enthusiasts could keep their wristwatches on while skateboarding or riding their BMX bikes. Falls and knocks are no problem for the G-SHOCK. Whether for everyday use, playing sport or under extreme outdoor conditions, G-SHOCK watches have been genuine all-rounders and reliable companions in every situation for almost 35 years. Today, G-SHOCK has earned the privilege of being worn by men who are not willing to accept limits.

Wholesale
E:

Photo credit: G-Shock",https://www.g-shock.eu,"{'neg': 0.056, 'neu': 0.845, 'pos': 0.099, 'compound': 0.8663}",0.8663,Positive,en
G-Star,"['Womenswear', 'Menswear', 'Kidswear', 'Footwear', 'Accessories']","BRAND: G-Star DESCRIPTION: Since our creation in 1989, G-Star’s philosophy has always been, ‘Just the Product.’ This single-minded approach has led to many denim ‘firsts’: the introduction of ‘luxury denim for the streets,’ by fusing high-level craftsmanship with street level edge to create a new denim sector; the positioning of raw, untreated denim as a wearable and desirable material; and the evolution of our distinctive denim silhouette, through the adoption of architectural and 3-D thinking into denim construction.

We have also promoted the inherent beauty of denim by creating washes and treatments that bring out its unique characteristics and qualities. Today’s sophisticated washings palette represents a full life-story, from raw, unwashed denim through deep indigo dyed to extreme bleached, with treatments adding multiple gradations of wear to create distinctive, textured garments with soul. G-Star is focused on the innovation of denim. When we design, we design for the future; not only in how our products look, but also the wider impact they have. If we still want to be here as a denim brand in 20, 50 or even 100 years from now, it is crucial for us to think innovatively about the impact we have on people and the planet.

For G-Star, this means future-proofing denim by investing in sustainable innovation and incorporating it in everything we do. We focus on a circular approach to how denim is made and used by our customer to create tomorrow's classics: quality denim of the future with respect for people & planet in a transparent manner.

Wholesale:
E: info@g-star.com

Photo credit: G-Star Raw",https://www.g-star.com,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.978}",0.978,Positive,en
GUAPAPEAKS,,"BRAND: GUAPAPEAKS DESCRIPTION: How it all started

In 2016, GUAPAPEAKS was created by brothers Tom & Harry Williams in a small workshop in England, whilst embarking on a mission to create one of the worlds most sustainable, innovative and beautiful bamboo bicycles. After many long months, prototype after prototype, building machinery and tooling we created something really very special.
We struggled to feel the same way and see the same passion in items we use in our everyday life. To us it has these items have lost their connection to the creators, to the craftsmen and the story of the struggle bringing something into worthwhile into existence.",https://www.guapaco.com,"{'neg': 0.059, 'neu': 0.762, 'pos': 0.179, 'compound': 0.9272}",0.9272,Positive,en
Guards London,['Menswear'],"BRAND: Guards London DESCRIPTION: Guards London prides ourselves in the best of british style. Find high quality raincoats, casual coats and bespoke suits. Wholesale
E: sales@guardslondon.com

Photo credit: Guards London",https://www.guardslondon.com,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8225}",0.8225,Positive,en
GUCCI,"['Womenswear', 'Menswear', 'Bags', 'Footwear', 'Accessories']","BRAND: GUCCI DESCRIPTION: Founded in Florence, Italy, in 1921, Gucci is one of the world’s leading luxury brands. Following the House’s centenary, Gucci forges ahead into the next hundred years, continuing to redefine luxury while celebrating the creativity, Italian craftsmanship, and innovation at the core of its values.

Gucci is part of the global luxury group Kering, which manages the development of a series of renowned Houses in fashion, leather goods, jewelry, and eyewear.

Gucci is committed to building a diverse workforce. We believe diversity in all its forms – gender, age, disability, race, ethnicity, nationality, culture, religious beliefs and sexual orientation – enriches the workplace. As an Equal Opportunity Employer we welcome and consider applications from all qualified candidates, regardless of their background. Wholesale
E: clientservice-europe@it.gucci.com

Photo credit: Gucci",http://www.gucci.com,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.9643}",0.9643,Positive,en
GUESS,"['Womenswear', 'Menswear']","BRAND: GUESS DESCRIPTION: Guess is an American upscale clothing brand and retailer. Guess also markets other fashion accessories besides clothes, such as watches, jewelry and perfumes. The company also owns the line Marciano.",https://www.guess.eu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,en
Gustav,"['Womenswear', 'Accessories']","BRAND: Gustav DESCRIPTION: Danish-based International fashion brand est. 2009 catering to the women who feel at home in the world. Wholesale
E: dis@gustav-denmark.com

Photo credit: Gustav",https://www.gustav-denmark.com,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3818}",0.3818,Positive,en
Gym King,"['Womenswear', 'Menswear']","BRAND: Gym King DESCRIPTION: Created in 2015 by former personal trainer Jay Parker Gym King was one of the original start up bedroom brands. It has grown from these humble beginnings to a multi million pound premium athletic leisure brand serving over a million customers across the world. The brands roots are in lifestyle, sports and fitness apparel being endorsed by some of the worlds most recognisable athletes and ambassadors. We pride ourselves in creating premium apparel ranges that bring to life our lifestyle meets performance philosophy. From relaxed easy wear tracksuits and lifestyle items complimented with performance sets that provide brilliant functional features. Gym King enable you to look good, feel great whilst performing at your best …..whatever you do and however you choose to do it.

Wholesale contact

Senior Key Account Manager
E: phil.myerscough@gymking.com

Photo credit: Gym King",https://www.thegymking.com,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9887}",0.9887,Positive,en
H2O International,"['Womenswear', 'Menswear', 'Kidswear', 'Footwear']","BRAND: H2O International DESCRIPTION: H2O Sportswear was founded back in 1982 by Jens Knud Lind. The fundamental idea was to create sportswear of a unique cotton quality that would also have an extremely high degree of functionality and durability. 

Based on classic Scandinavian design, H2O Sportswear developed its own colourful and characteristic design with stripes, a unique fit and innovative designs. The collection was expanded during the 80's and 90's to include both swimwear, rainwear, and the popular sandals. Our collections are created around several themes focusing on woman lifestyle, men's lifestyle, swim & beach wear, bags and footwear. All products and collections are based on our core philosophy of producing everything in a unique quality with a high degree of functionality and a perfect fit.

Therefore, we constantly make extra efforts to ensure that we always/for all collections put together teams of the most successful and talented creative managers, designers, constructors, and specialists that can be found. Working on a foundation of H2O Sportswear's DNA and experience, this team ensures that we continue to develop our collections to achieve a fusion between sport and fashion that is suitable for the sports arena as well as for the urban environment.

Our design is based on the Scandinavian look with straight lines, colourful details, targeting the active consumer who wants clothes that can be used for a nice day on the lake, as well as a sunny day on the beach, or a day at the sports centre.
At the same time, we also want to challenge existing expectations by taking some of our iconic H2O products and ask some of today's outstanding Danish or foreign fashion designers to redefine them and create completely new, exciting and unique products. This focus started with our collaboration with the Danish designer Stine Goya, who made the very successful re-design of our sandals and has been followed by many other collabs with recognised designers such as Henrik Vibskov, Anne-Sofie Madsen, Mark Kenly Domino Tan, Freya Dalsjø and lately Han Kjøbenhavn and Oh! by Kopenhagen 

Wholesale
E: contact@h2o-sportswear.com

Photo credit: H2O International",https://h2o-sportswear.com,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.9956}",0.9956,Positive,en
H4,['Womenswear'],"BRAND: H4 DESCRIPTION: All H4 products are based on the concept that adapts to change from season to season. It provides the understanding of quality, which is the basic value of the brand, with the original patterns and designs created by using the highest quality fabrics.

H4 draws attention with its sales points spreading around the world day by day (Europe, Middle East, Russia, America…) While determining the awareness of being a brand and its growth targets according to the rapidly changing trends in the world, it makes people of all ages feel stylish, comfortable, confident and brave.",https://www.h4.com.tr,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.9531}",0.9531,Positive,en
Haboob,['Footwear'],"BRAND: Haboob DESCRIPTION: Everything that happens around us triggers our curiosity and inspires us.
People, the city and nature in its purest form. Haboob is an uncontainable sandstorm.
This natural phenomenon represents our passion, creativity and power.
And these elements is what we use to create Haboob shoes and accessories. Haboob is created for you. For conscious women who embrace life and all good things it has to offer.
You choose your own path, appreciate quality and style made just for you.

Embrace your authentic adventure and keep choosing for your audacious style. That is what makes you, you.

Haboob takes you by the storm

With love,

Team Haboob

Wholesale
E: sales@hellohaboob.com

Photo credit: Haboob",https://hellohaboob.com,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9853}",0.9853,Positive,en
